Dataset,URL,File
ELRC-studies_reports_statistical_culture_institute_cultural_research_training-1-eng-ron,https://elrc-share.eu/repository/download/f52137e0e41611e8b7d400155d026706e9e927b86e4c45e9b35d7ecfec8969ec/,eng-ron_corpus.tmx
ELRC-hellenic_foreign_affairs_announcements-1-ell-eng,https://elrc-share.eu/repository/download/d897f590e65111e8b7d400155d02670670741a59fa0042c696fcf69a7d9fd381/,ell-eng_corpus.tmx
ELRC-prime_minister_hellenic-1-ell-eng,https://elrc-share.eu/repository/download/367a825ae65611e8b7d400155d0267062511790dd1bb4184ac236d01dd60d3aa/,output_primeminister_test_ILSP-FC_ell-eng.tmx
ELRC-vp1992_2001.president.ee-1-eng-est,https://elrc-share.eu/repository/download/b6cf4e12e67511e8b7d400155d026706ef5b5ac27f324ac19042cbe1a939ce85/,clean.vp1992-2001.president.ee.en-et.tmx
ELRC-vp2001_2006.president.ee-1-eng-est,https://elrc-share.eu/repository/download/a4692c92e67611e8b7d400155d026706c8e00f8987e0432e95118cd32b2ec10f/,clean.vp2001-2006.president.ee.en-et.tmx
ELRC-vp2006_2016.president.ee-1-eng-est,https://elrc-share.eu/repository/download/aff88abce67611e8b7d400155d026706930fa5d45ae1487d8d8e6f3cb2f6c4f0/,clean.vp2006-2016.president.ee.en-et.tmx
ELRC-president.ee-1-eng-est,https://elrc-share.eu/repository/download/2f92599ce67711e8b7d400155d026706d9ef557c39234e7cb0fbd4f4f7eb1cae/,clean.president.ee.en-et.tmx
ELRC-journal_croatian_association_civil_engineers-1-eng-hrv,https://elrc-share.eu/repository/download/22f95f4ee77311e8b7d400155d026706dd60213b25e84444bb7e3554169dc2b2/,output_casopis-gradjevinar-hr_eng-hr_eng-hrv.tmx
ELRC-business_poland-1-eng-pol,https://elrc-share.eu/repository/download/2515855ce77b11e8b7d400155d02670629e939ccc1b14ceb9112e0a767759807/,output_www-biznes-gov-pl_eng-pl_eng-pol.tmx
ELRC-polish_aid-1-eng-pol,https://elrc-share.eu/repository/download/019966d4e7e911e8b7d400155d026706e97554c5ab984eb9805719c9a2a8fa56/,output_polskapomoc-gov-pl_eng-pol_eng-pol.tmx
ELRC-polish_tourism_organisation-1-eng-pol,https://elrc-share.eu/repository/download/1c4f355ae7ec11e8b7d400155d0267064af9894756534a1fa9549a5f8b311aa5/,output_pcb-pot-gov-pl_eng-pl_eng-pol.tmx
ELRC-us_embassy_consulate_poland-1-eng-pol,https://elrc-share.eu/repository/download/7abc1442e7f011e8b7d400155d0267061b3648d592774c9baab141a801d8e8c6/,output_pl-usembassy-gov_eng-pl_eng-pol.tmx
ELRC-centre_nuclear_research-1-eng-pol,https://elrc-share.eu/repository/download/cfaa9072e7f111e8b7d400155d0267061027a3512925417ba9cbaac337a3dabd/,output_www-ncbj-gov-pl_eng-pl_eng-pol.tmx
ELRC-central_statistical-1-eng-pol,https://elrc-share.eu/repository/download/fc2f9470e7fc11e8b7d400155d0267064592eccff62c4cc78b27f89acb3c38dd/,output_stat-gov-pl_eng-pl_eng-pol.tmx
ELRC-centre_research_development-1-eng-pol,https://elrc-share.eu/repository/download/b1f3650ee80011e8b7d400155d0267061bdac5da8930457d96ae67302a0749b5/,output_www-ncbr-gov-pl_eng-pl_eng-pol.tmx
ELRC-commissioner_human_rights-1-eng-pol,https://elrc-share.eu/repository/download/008dfd18e80211e8b7d400155d026706cd319991b866438f9efc22df69c5f91e/,output_www-rpo-gov-pl_eng-pl_eng-pol.tmx
ELRC-regional_development-1-eng-pol,https://elrc-share.eu/repository/download/ff8c3838e80811e8b7d400155d026706a63fca210bae4921bd630557f23a8cd5/,output_www-eog-gov-pl_eng-pl_eng-pol.tmx
ELRC-institute_mathematics_polish_academy_sciences-1-eng-pol,https://elrc-share.eu/repository/download/67420018e81111e8b7d400155d0267060c1cb8f9cb0b479aa7c787139a417131/,eng-pol_corpus.tmx
ELRC-digital_affairs-1-eng-pol,https://elrc-share.eu/repository/download/2f701e90e81611e8b7d400155d026706342236f49fc246099dcefa7150f3c964/,output_mc-gov-pl_eng-pl_eng-pol.tmx
ELRC-geoportal.gov.pl-1-eng-pol,https://elrc-share.eu/repository/download/28470674e81b11e8b7d400155d026706a1d18e79272f4df5a71835ec03f66c42/,output_www-geoportal-gov-pl_eng-pl_eng-pol.tmx
ELRC-science_higher_education-1-eng-pol,https://elrc-share.eu/repository/download/0afb7a8ce8b111e8b7d400155d026706ba155e192b994ed4b247188f77e9913d/,eng-pol_corpus.tmx
ELRC-science_poland-1-eng-pol,https://elrc-share.eu/repository/download/6db9fe74e8bf11e8b7d400155d0267062388a9d4706c429c91855e7917d19d02/,output_naukawpolsce-pap-pl_eng-pl_eng-pol.tmx
ELRC-state_marine_accident_investigation_commission-1-eng-pol,https://elrc-share.eu/repository/download/8153b75ce8c611e8b7d400155d0267060bee07dc679e4854be167e5fb633d78c/,output_pkbwm-gov-pl_eng-pl_eng-pol.tmx
ELRC-audiovisual_institute-1-eng-pol,https://elrc-share.eu/repository/download/ee84506ee8dc11e8b7d400155d026706d3c7989dc115476cb4a6d221bae172e1/,output_www-nina-gov-pl_eng-pl_eng-pol.tmx
ELRC-digital_archives-1-eng-pol,https://elrc-share.eu/repository/download/e1ee6ffee8de11e8b7d400155d026706abb88f2c59b147588eb270e6a8fe8db9/,output_www-nac-gov-pl_eng-pl_eng-pol.tmx
ELRC-government_cooperation_ngos-1-eng-hrv,https://elrc-share.eu/repository/download/9bde3068e8e711e8b7d400155d026706171cb85eb2004c88983d8f6de3930b73/,output_udruge-gov-hr_eng-hr_eng-hrv.tmx
ELRC-embassy_finland_zagreb-1-eng-hrv,https://elrc-share.eu/repository/download/e398bf34e99811e8b7d400155d0267063b98b6d72b0a48e0ac43b9dbf0247c46/,output_www-finland-hr_eng-hr_eng-hrv.tmx
ELRC-foreign_affairs_croatia-1-eng-hrv,https://elrc-share.eu/repository/download/22ed42d6ec9b11e8b7d400155d026706de2577f6a8334270809d0cf4eebd71eb/,_g.tmx
ELRC-croatian_journal_fisheries-1-eng-hrv,https://elrc-share.eu/repository/download/521f74d6eca811e8b7d400155d026706ac5c909082964d709c61a4f5f0e0bca8/,output_ribarstvo-agr-hr_eng-hr_eng-hrv.tmx
ELRC-rural_development_programme_period_2014_2020_croatian_rural_development_programme-1-eng-hrv,https://elrc-share.eu/repository/download/0319a614ed9711e8b7d400155d02670683c644ee3199438294310e4328a00215/,eng-hrv_corpus.tmx
ELRC-nature_protection_strategy_croatia-1-eng-hrv,https://elrc-share.eu/repository/download/64eae00eee6611e8b7d400155d026706a8dc512704664e5a81fc55e5614600ff/,eng-hrv_corpus.tmx
ELRC-legislation_bulgaria_energy-1-bul-eng,https://elrc-share.eu/repository/download/8a5356bcee7711e8b7d400155d0267068e24cb784154488d86adffe317b6ae54/,bul-eng_corpus.tmx
ELRC-sweden_a_pocket_guide_book-1-eng-swe,https://elrc-share.eu/repository/download/5f727ed8f4bb11e8b7d400155d026706d5da7718a71e40db8017dfe1cbec10fd/,1013.en-sv.tmx
ELRC-croatian_mine_action-1-eng-hrv,https://elrc-share.eu/repository/download/7aa8acacfc5111e8b7d400155d0267061e7cf330495946e6adfc44e8e4df91c0/,output_www-hcr-hr_eng-hr_eng-hrv.tmx
ELRC-collection_about_cyprus_problem-1-ell-eng,https://elrc-share.eu/repository/download/11cc6f16fcb511e8b7d400155d0267069930a4614b43474ab47a789c6665ee05/,ell-eng_corpus.tmx
ELRC-commitment_property_open-1-ell-eng,https://elrc-share.eu/repository/download/144352c8fd2811e8b7d400155d026706a2c5739eace04ed5972b20d9f3c09ff1/,ell-eng_corpus.tmx
ELRC-compulsory_expropriation_process_greece-1-ell-eng,https://elrc-share.eu/repository/download/e924cf3cfd2b11e8b7d400155d026706ddccd6769881498895fa10bb0ade2aa8/,ell-eng_corpus.tmx
ELRC-health_care_social_policy-1-bul-eng,https://elrc-share.eu/repository/download/a73e7a36fd7711e8b7d400155d02670602129d46531a4b81bdb700c6ceb07b2c/,bul-eng_corpus.tmx
ELRC-ict_transport-1-bul-eng,https://elrc-share.eu/repository/download/f6bc441afdd811e8b7d400155d02670617ea9a7d990d466a8c5f9aa6fa6a35ea/,bul-eng_corpus.tmx
ELRC-open_broadband_information_society-1-bul-eng,https://elrc-share.eu/repository/download/85f58aaafdda11e8b7d400155d026706445a8d7a08f440c6bf21315b061373d7/,bul-eng_corpus.tmx
ELRC-university_library_zagreb-1-eng-hrv,https://elrc-share.eu/repository/download/7dc064e6fe0111e8b7d400155d02670638c10a71c8ce41fda665a16beaa57d52/,output_www-nsk-hr_eng-hrv.tmx
ELRC-information_society-1-bul-eng,https://elrc-share.eu/repository/download/cddaebaafe1411e8b7d400155d0267063aa94370d5304b6081083551d44bbcf2/,bul-eng_corpus.tmx
ELRC-www.riksrevisjonen.no-1-eng-nob,https://elrc-share.eu/repository/download/a5d2470201e311e9b7d400155d0267060fffdc9258a741659ce9e52ef15a7c26/,riksrevisjonen.no.en-nb.tmx
ELRC-rigsrevisionen.dk-1-dan-eng,https://elrc-share.eu/repository/download/c8726ff0020e11e9b7d400155d026706a1738dcfd82a4208a6a7c8ba8cb55407/,rigsrevisionen.dk.da-en.tmx
ELRC-pio_publication_cyprus_has_always_been_europe_2017-1-ell-eng,https://elrc-share.eu/repository/download/3037bed0029e11e9b7d400155d0267067eb7aa91b22e410295faa11327835f0c/,ell-eng_corpus.tmx
ELRC-pio_publication_window_cyprus-1-ell-eng,https://elrc-share.eu/repository/download/064f6e8a02a111e9b7d400155d0267067dc1b859dae04b27b20a128392203bf3/,ell-eng_corpus.tmx
ELRC-press_information_cyprus-1-ell-eng,https://elrc-share.eu/repository/download/d9d220d202b911e9b7d400155d02670640741165b39e40fb8f7ee514b4cac24e/,ell-eng_corpus.tmx
ELRC-annual_reports_immigration_asylum_policies_emn_contact_point_slovak-1-eng-slk,https://elrc-share.eu/repository/download/38747162031911e9b7d400155d026706574c90dcd6434601add57376207785fd/,eng-slk_corpus.tmx
ELRC-annual_reports_slovak_centre_human_rights-1-eng-slk,https://elrc-share.eu/repository/download/bbb12696031a11e9b7d400155d0267064d22b1247dc94beca0915584845b594f/,eng-slk_corpus.tmx
ELRC-annual_reports_statistical_slovak-1-eng-slk,https://elrc-share.eu/repository/download/77cfc0fa031e11e9b7d400155d0267066d334f423df54eafa0cbf269a7a92de8/,eng-slk_corpus.tmx
ELRC-euipo_law-1-eng-fra,https://elrc-share.eu/repository/download/aac3b38c03ea11e9b7d400155d026706813f548412e94fc185f1ee9a17c5d5b0/,output_data_en-fr_clean.tmx
ELRC-euipo_law-1-eng-spa,https://elrc-share.eu/repository/download/e6cd229403ec11e9b7d400155d026706b5e65169a0fd42d7b789b43ee7a3f65c/,output_data_en-es_clean.tmx
ELRC-euipo_law-1-deu-eng,https://elrc-share.eu/repository/download/6652685203ee11e9b7d400155d0267062b5a56242402418190a3abbfee156e4c/,1077/output_data_en-de_clean.tmx
ELRC-euipo_law-1-eng-ita,https://elrc-share.eu/repository/download/656221ba03f011e9b7d400155d026706eb2ee022917346bfb2b9b71d266f168a/,output_data_en-it_clean.tmx
ELRC-acts_biological_landscape_diversity_environmental_protection-1-eng-hrv,https://elrc-share.eu/repository/download/f6b7aaf4046d11e9b7d400155d0267063e3f590d4c554f00ad1583325538fd9e/,eng-hrv_corpus.tmx
ELRC-forbruker_europa-1-eng_GB-nob_NO,https://elrc-share.eu/repository/download/3e92d62c053211e9b7d400155d0267068d82219ce96a434d9e943a24eade0181/,Forbruker
ELRC-forbruker_europa-1-eng_GB-nor_NO,https://elrc-share.eu/repository/download/3e92d62c053211e9b7d400155d0267068d82219ce96a434d9e943a24eade0181/,Forbruker
ELRC-cnio-1-eng-spa,https://elrc-share.eu/repository/download/72ef2220092611e9b7d400155d026706be43fe6fc0bc49199b6f41a19b0e7ad3/,archive.tmx
ELRC-aecosan-1-eng-spa,https://elrc-share.eu/repository/download/97075fb0092b11e9b7d400155d0267062f3e757251f64cf2b713496c97db745f/,archive.tmx
ELRC-agencia_tributaria-1-eng-spa,https://elrc-share.eu/repository/download/29e90408092e11e9b7d400155d02670674a320b347e24a3b850ead22a7b05d88/,archive.tmx
ELRC-information_portal_german_state_chancellery-1-deu_DE-eng,https://elrc-share.eu/repository/download/eb7d99f809f611e9b7d400155d02670650ef3e7a68e54dbe8e60197297332488/,de_bundeskanzlerin_A_deu-eng_reduced_stripped.tmx
ELRC-german_foreign_office_2016-1-deu_DE-eng_GB,https://elrc-share.eu/repository/download/12e540120a0211e9b7d400155d0267060ea7b66c2e444cb38e21429ce86454df/,WebsiteAA_de-en_2016_fertig_stripped.tmx
ELRC-german_foreign_office_2017-1-deu_DE-eng_GB,https://elrc-share.eu/repository/download/f75efa7e0a0411e9b7d400155d026706ac310558161b4d23bd2b214b60b4f760/,WebsiteAA_de-en_2017_fertig_stripped.tmx
ELRC-german_foreign_office_2018-1-deu_DE-eng_GB,https://elrc-share.eu/repository/download/0d73ac700a0911e9b7d400155d026706724b44db3f14400982b6a8e89ff91acc/,WebsiteAA_de-en_2018_fertig_stripped.tmx
ELRC-euipo_list-1-deu-eng,https://elrc-share.eu/repository/download/e797e88e0a2811e9b7d400155d026706020c8ffdc9624f69ae0f63eb7c31afc1/,archive.tmx
ELRC-euipo_list-1-eng-spa,https://elrc-share.eu/repository/download/88800f140a3e11e9b7d400155d026706fcdd86e90fb24543a3a4ade5bf42f646/,archive.tmx
ELRC-euipo_list-1-eng-fra,https://elrc-share.eu/repository/download/c3014bec0a4011e9b7d400155d0267064c7dae2925084a1fa7aec9c0ad52f1c6/,archive.tmx
ELRC-euipo_list-1-eng-ita,https://elrc-share.eu/repository/download/67dec4280a4111e9b7d400155d0267068d2071a5718c4a3699177edba2087f62/,archive.tmx
ELRC-cordis_news-1-deu-eng,https://elrc-share.eu/repository/download/352fb2a00adf11e9b7d400155d0267062b5953f9bbc9444aa7c04cc3d822b21c/,CORDIS_news.de-en.tmx
ELRC-cordis_news-1-eng-fra,https://elrc-share.eu/repository/download/e4597da00ae511e9b7d400155d026706c248250ecee54d19bef388d2a42e6d93/,CORDIS_news.en-fr.tmx
ELRC-cordis_news-1-eng-ita,https://elrc-share.eu/repository/download/e52ec9f60ae511e9b7d400155d0267067d6313451cee443bbb2f0c45b0b7e77a/,CORDIS_news.en-it.tmx
ELRC-cordis_news-1-eng-pol,https://elrc-share.eu/repository/download/e52ec9f70ae511e9b7d400155d02670674bcdc379cae4dba990c1a01f145a170/,CORDIS_news.en-pl.tmx
ELRC-cordis_results_brief-1-deu-eng,https://elrc-share.eu/repository/download/e70e0b920ae511e9b7d400155d026706b079d7cd7f984a98ab96380f6215f358/,CORDIS_ribs.de-en.tmx
ELRC-cordis_results_brief-1-eng-fra,https://elrc-share.eu/repository/download/e70e0b930ae511e9b7d400155d0267061836a6c7e4e24457a061b5bf579583f0/,CORDIS_ribs.en-fr.tmx
ELRC-cordis_results_brief-1-eng-ita,https://elrc-share.eu/repository/download/e8a36fba0ae511e9b7d400155d0267068d12fce372ee476ea1762b20dc49a47c/,CORDIS_ribs.en-it.tmx
ELRC-cordis_results_brief-1-eng-pol,https://elrc-share.eu/repository/download/e8a36fbb0ae511e9b7d400155d0267064d92d300397b491880cbaf34c702f304/,CORDIS_ribs.en-pl.tmx
ELRC-cordis_news-1-eng-spa,https://elrc-share.eu/repository/download/73fdbe440ae611e9b7d400155d026706a92de9a6fe814ac98a7aea5dcd6ec327/,CORDIS_news.en-es.tmx
ELRC-cordis_results_brief-1-eng-spa,https://elrc-share.eu/repository/download/785772c80ae611e9b7d400155d026706b86ed69c2f1a4364ba1307b459a28105/,CORDIS_ribs.en-es.tmx
ELRC-www.vtv.fi-1-eng-fin,https://elrc-share.eu/repository/download/ddc4e23c0aee11e9b7d400155d0267063d129c4994524a84bbcb111d752f7407/,vtv.fi.en-fi.tmx
ELRC-www.visitestonia.com-1-eng-fin,https://elrc-share.eu/repository/download/b956c02a0e7011e9b7d400155d02670691011b6ea5b64168b339f25226552140/,visitestonia.com.en-fi.tmx
ELRC-www.visitestonia.com-1-eng-est,https://elrc-share.eu/repository/download/c10eefa20e7211e9b7d400155d0267069e1e010778124059a9f95672a4e38c32/,visitestonia.com.en-et.tmx
ELRC-www.visitestonia.com-1-eng-lav,https://elrc-share.eu/repository/download/c1fd4a8a0e7211e9b7d400155d0267066f4057449b0e4d9ebdba05ac26370a98/,visitestonia.com.en-lv.tmx
ELRC-www.visitestonia.com-1-eng-swe,https://elrc-share.eu/repository/download/c2fb55e40e7211e9b7d400155d0267061ec38afd2a7147f98d61f0adb2ab86a1/,visitestonia.com.en-sv.tmx
ELRC-www.vtv.fi-1-eng-swe,https://elrc-share.eu/repository/download/bd429b820e9811e9b7d400155d026706b082da36006a48cfb23657bc869065bf/,vtv.fi.en-sv.tmx
ELRC-official_tourism_portal_bulgaria-1-bul-eng,https://elrc-share.eu/repository/download/bfad45621e7d11e9b7d400155d026706545c2a791a6749d1acae2b87fc5d5da4/,bulgariantravel_bulgariatravel_bul-eng-proc.tmx
ELRC-swedish_migration_board_migrationsverket-1-eng-hrv,https://elrc-share.eu/repository/download/125b56761eee11e9b7d400155d026706c4b5b8591a7545e59e04611e64fc696f/,eng-hrv_corpus_proc.tmx
ELRC-pio_publication_cyprus_question-1-eng-pol,https://elrc-share.eu/repository/download/67dd699e23d111e9b7d400155d0267069ad6ef47aaf14d42a1ece8080f1bb386/,eng-pol_corpus.tmx
ELRC-euipo_2017-1-eng-hrv,https://elrc-share.eu/repository/download/c4798e2223fd11e9b7d400155d026706f4f95bb16bfc4b21a6f871ae6966c630/,eng-hrv_corpus.tmx
ELRC-euipo_2017-1-ell-eng,https://elrc-share.eu/repository/download/58c54d72245e11e9b7d400155d026706f563b477ba2b4801b4fe37e57f6654bf/,ell-eng_corpus.tmx
ELRC-euipo_2017-1-bul-eng,https://elrc-share.eu/repository/download/6315397c246311e9b7d400155d026706b2b65967fdee46419569fbe0bda7a749/,bul-eng_corpus.tmx
ELRC-euipo_2017-1-eng-ron,https://elrc-share.eu/repository/download/0c0b7cf8246411e9b7d400155d026706bdf2ee22a0344be5aed0892e83d7558f/,eng-ron_corpus.tmx
ELRC-euipo_2017-1-eng-pol,https://elrc-share.eu/repository/download/82feea34246411e9b7d400155d026706f76cf2c5c0de4fe4be12141d7df00894/,eng-pol_corpus.tmx
ELRC-euipo_2017-1-eng-slk,https://elrc-share.eu/repository/download/064adc0e246511e9b7d400155d0267063a2f846d14954d11aa53c72f953cd933/,eng-slk_corpus.tmx
ELRC-euipo_2017-1-eng-slv,https://elrc-share.eu/repository/download/7a67d312246511e9b7d400155d026706fbcb13947d644280a3c944a099f60705/,eng-slv_corpus.tmx
ELRC-energy_report_city_vienna-1-deu_AT-eng_GB,https://elrc-share.eu/repository/download/ff5c347c2beb11e9a4d400155d026706fb455cdc3724437e88cb80f2f2a4085a/,Energiebericht_stripped.tmx
ELRC-austrian_research_technology_report_2015-1-deu_AT-eng_GB,https://elrc-share.eu/repository/download/f22cd1aa2bee11e9a4d400155d02670699af837ab82341bbb36e4bf22d933fb8/,Forschungs-
ELRC-2017_activity_report_hohe_tauern_park-1-deu_AT-eng_GB,https://elrc-share.eu/repository/download/579793302bf011e9a4d400155d02670628220f33525c4c61900c3d4443b51937/,Nationalparks_stripped.tmx
ELRC-vienna_environmental_report2004_2005-1-deu_AT-eng_GB,https://elrc-share.eu/repository/download/0210a6b02bf311e9a4d400155d02670623e7acab29fd4a5fbe3c0952091bbd44/,Umweltbericht_stripped.tmx
ELRC-valtioneuvosto.fi-1-eng-fin,https://elrc-share.eu/repository/download/20744e7036b811e9a4d400155d0267062b08c03cbd084da2aa27a326e256d34c/,valtioneuvosto.UNIQUE.en-fi.tmx
ELRC-valtioneuvosto.fi-1-eng-swe,https://elrc-share.eu/repository/download/6c732a1a36ba11e9a4d400155d0267060c8a4d54398d4b4d914d2c2c35da7541/,valtioneuvosto.UNIQUE.en-sv.tmx
ELRC-vnk.fi-1-eng-fin,https://elrc-share.eu/repository/download/5384d13a36be11e9a4d400155d026706dead9a663b194e4d99d0bba62715eb72/,vnk.UNIQUE.en-fi.tmx
ELRC-vnk.fi-1-eng-swe,https://elrc-share.eu/repository/download/6d92435036be11e9a4d400155d026706817adbd07d6e4070b3238590e674c7d9/,vnk.UNIQUE.en-sv.tmx
ELRC-press_releases_pio-1-ell-eng,https://elrc-share.eu/repository/download/e2c785e838dc11e9a4d400155d0267065ba313bb6c674d68b13ff70a81f32f4c/,ell-eng_corpus.tmx
ELRC-norwegian_bokmål_amesto_ennb-1-eng_GB-nob_NO,https://elrc-share.eu/repository/download/d0e67d363f6011e9a4d400155d0267063d302c65dfe34fcea860ae7b6c5d3071/,en_nb.tmx
ELRC-norwegian_bokmål_amesto_nben-1-eng_GB-nob_NO,https://elrc-share.eu/repository/download/8d371d603f6111e9a4d400155d026706e2cb254c33504e6a9e27818bbe620523/,nb_en.tmx
ELRC-eir_spos-1-eng-ron,https://elrc-share.eu/repository/download/b6666e7840c111e9a4d400155d026706bf229dcc41c24f22914cd1457b575027/,eng-ron_corpus.tmx
ELRC-eir_newsletter-1-eng-ron,https://elrc-share.eu/repository/download/73f9f6c040c311e9a4d400155d026706a5b06a74181e427890b4246e3cf2d5a0/,eng-ron_corpus.tmx
ELRC-eir-1-eng-ron,https://elrc-share.eu/repository/download/7d38f00440c511e9a4d400155d0267068900d783cb6848429a5cb64e2298378d/,Al
ELRC-governmental_about_migration_policy-1-ell-eng,https://elrc-share.eu/repository/download/5c1bea144fdb11e9a7e100155d026706cdfb732bc7694d60990c85f50c5860d0/,_g.tmx
ELRC-standard_norge-1-eng_GB-nob_NO,https://elrc-share.eu/repository/download/b0ba0b964fe011e9a7e100155d0267067f9afcaa341f4111adcefb946da9fea9/,2018_standard_norge.tmx
ELRC-eqf_referencing_report-1-ell-eng,https://elrc-share.eu/repository/download/20bec5fc507311e9a7e100155d026706eb905dc6c4954e1bbd6df2dba5ae62f8/,ell-eng_corpus.tmx
ELRC-hellenic_gaming_commission-1-ell-eng,https://elrc-share.eu/repository/download/645fe5fe507b11e9a7e100155d02670635248545b69e4cd894e2a80677282ced/,ell-eng_corpus.tmx
ELRC-constitution_greece-1-ell-eng,https://elrc-share.eu/repository/download/ef5a6a90507f11e9a7e100155d026706b8663a7a16564576af2e9d21a2ff5ce4/,ell-eng_corpus.tmx
ELRC-rural_development_programme_romania-1-eng-ron,https://elrc-share.eu/repository/download/1ae9b4d6518911e9a7e100155d026706e8da09056a0c42029f001913b661ced3/,eng-ron_corpus.tmx
ELRC-euipo_2017-1-ces-eng,https://elrc-share.eu/repository/download/2014f0d4524b11e9a7e100155d026706ac26c60fe058402bab02c5a9c88cddf8/,1134.UNIQUE.cs-en.tmx
ELRC-euipo_2017-1-dan-eng,https://elrc-share.eu/repository/download/3dffc5e2524b11e9a7e100155d026706d7d40705be2a43d5bcfb79dc7eaa4140/,1134.UNIQUE.da-en.tmx
ELRC-euipo_2017-1-deu-eng,https://elrc-share.eu/repository/download/3dffc5e3524b11e9a7e100155d026706029939b616c942fd825ac85facb1acaf/,1134.UNIQUE.de-en.tmx
ELRC-euipo_2017-1-eng-spa,https://elrc-share.eu/repository/download/3f70c9bc524b11e9a7e100155d02670666bc5759eae743c0987e1e5e81738d19/,1134.UNIQUE.en-es.tmx
ELRC-euipo_2017-1-eng-est,https://elrc-share.eu/repository/download/3f70c9bd524b11e9a7e100155d026706b8f70f7078b84cb1828a9b0153178c15/,1134.UNIQUE.en-et.tmx
ELRC-euipo_2017-1-eng-fin,https://elrc-share.eu/repository/download/40f3f6a6524b11e9a7e100155d026706fa37cd4e6b204add9113ac90ce1bfd47/,1134.UNIQUE.en-fi.tmx
ELRC-euipo_2017-1-eng-fra,https://elrc-share.eu/repository/download/4223c93e524b11e9a7e100155d026706a56bb3632c564d2fb5c67e6c9c0e22c3/,1134.UNIQUE.en-fr.tmx
ELRC-euipo_2017-1-eng-hun,https://elrc-share.eu/repository/download/4223c93f524b11e9a7e100155d0267065480fae9e2264a67b167a4f34444af48/,1134.UNIQUE.en-hu.tmx
ELRC-euipo_2017-1-eng-ita,https://elrc-share.eu/repository/download/436c688c524b11e9a7e100155d026706770eb4863d9a4036adfc6151853f9310/,1134.UNIQUE.en-it.tmx
ELRC-euipo_2017-1-eng-lit,https://elrc-share.eu/repository/download/436c688d524b11e9a7e100155d0267063506b549bf9e486a985efcc26ef42648/,1134.UNIQUE.en-lt.tmx
ELRC-euipo_2017-1-eng-lav,https://elrc-share.eu/repository/download/44c79df0524b11e9a7e100155d026706a49ddd64bdbb4c6e98358f678de99350/,1134.UNIQUE.en-lv.tmx
ELRC-euipo_2017-1-eng-mlt,https://elrc-share.eu/repository/download/44c79df1524b11e9a7e100155d026706559a22620ab34623aad758e7470c00be/,1134.UNIQUE.en-mt.tmx
ELRC-euipo_2017-1-eng-nld,https://elrc-share.eu/repository/download/4617a074524b11e9a7e100155d0267062295b95c28be40ee91e980d148de710c/,1134.UNIQUE.en-nl.tmx
ELRC-euipo_2017-1-eng-por,https://elrc-share.eu/repository/download/4617a075524b11e9a7e100155d0267067d4653586d1c41789bfdf1a8ecf5ecc3/,1134.UNIQUE.en-pt.tmx
ELRC-euipo_2017-1-eng-swe,https://elrc-share.eu/repository/download/47bdfb12524b11e9a7e100155d026706c0cbf493dda944feb702c6121ad54307/,1134.UNIQUE.en-sv.tmx
ELRC-www.turku.fi-1-eng-fin,https://elrc-share.eu/repository/download/518bb590544d11e9a7e100155d026706d0ecdd5353284d74bcaa028cba599ce7/,turku.fi.en-fi.tmx
ELRC-www.turku.fi-1-eng-swe,https://elrc-share.eu/repository/download/acab62d8545011e9a7e100155d026706ca37a740cc2743259f12b357908a4c87/,turku.fi.en-sv.tmx
ELRC-www.vero.fi-1-eng-fin,https://elrc-share.eu/repository/download/fab3dae0545b11e9a7e100155d0267064dab104595ca4e4a89397bb144e7f9f8/,vero.UNIQUE.en-fi.tmx
ELRC-www.vero.fi-1-eng-swe,https://elrc-share.eu/repository/download/bd3f6836546b11e9a7e100155d026706cbb333e8b4bd4892838440bad2aaff7a/,vero.UNIQUE.en-sv.tmx
ELRC-agriculture_forestry_food_slovenia-1-eng-slv,https://elrc-share.eu/repository/download/93b3846061c811e9a7e100155d026706e9eecb84bf204518b470eb1cba9a8839/,output_ILSP-FC_eng-slv.tmx
ELRC-czech_supreme_audit_office_2018_reports-1-ces-eng,https://elrc-share.eu/repository/download/f6402518981711e9a7e100155d026706c50636ca562f4ffaa71f8433727fb8cc/,ces-eng_corpus.tmx
ELRC-czech_supreme_audit_office_2008_2017_reports-1-ces-eng,https://elrc-share.eu/repository/download/707971da981911e9a7e100155d026706ab14760962ea465f955e4a213324f43f/,ces-eng_corpus.tmx
ELRC-czech_supreme_audit_office_2003_2017_press_releases-1-ces-eng,https://elrc-share.eu/repository/download/ed062dae982011e9a7e100155d026706fd6fe9d22f1a42f2b44e00e403f00b04/,ces-eng_corpus.tmx
ELRC-czech_supreme_audit_office_2018_press_releases-1-ces-eng,https://elrc-share.eu/repository/download/e86c1708982111e9a7e100155d02670608d3ced521fb45d0a28e65b57c7914e1/,ces-eng_corpus.tmx
ELRC-portal_oficial_turismo_españa_www.spain.info-1-deu_DE-eng_GB,https://elrc-share.eu/repository/download/04dfcaec9ca011e9a7e100155d02670640ce598203e246e8ae4fe838be231213/,archive/Spain.info/20190528_LinguaSegittur_en-GB_de-DE_clean.tmx,archive/Spain.info/20190529_OldProvider_en-GB_de-DE_clean.tmx
