Dataset,URL,File
OPUS-tico_19-v20201028-eng-som,https://object.pouta.csc.fi/OPUS-tico-19/v2020-10-28/moses/en-so.txt.zip,*.en,*.so
OPUS-tico_19-v20201028-eng-swa,https://object.pouta.csc.fi/OPUS-tico-19/v2020-10-28/moses/en-sw.txt.zip,*.en,*.sw
OPUS-tico_19-v20201028-eng-tam,https://object.pouta.csc.fi/OPUS-tico-19/v2020-10-28/moses/en-ta.txt.zip,*.en,*.ta
OPUS-tico_19-v20201028-eng-tir,https://object.pouta.csc.fi/OPUS-tico-19/v2020-10-28/moses/en-ti.txt.zip,*.en,*.ti
OPUS-tico_19-v20201028-eng-tgl,https://object.pouta.csc.fi/OPUS-tico-19/v2020-10-28/moses/en-tl.txt.zip,*.en,*.tl
OPUS-tico_19-v20201028-eng-urd,https://object.pouta.csc.fi/OPUS-tico-19/v2020-10-28/moses/en-ur.txt.zip,*.en,*.ur
OPUS-tico_19-v20201028-eng-zho,https://object.pouta.csc.fi/OPUS-tico-19/v2020-10-28/moses/en-zh.txt.zip,*.en,*.zh
OPUS-tico_19-v20201028-eng-zul,https://object.pouta.csc.fi/OPUS-tico-19/v2020-10-28/moses/en-zu.txt.zip,*.en,*.zu
OPUS-tldr_pages-v20230829-ara-eng,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/ar-en.txt.zip,*.ar,*.en
OPUS-tldr_pages-v20230829-ben-eng,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/bn-en.txt.zip,*.bn,*.en
OPUS-tldr_pages-v20230829-bos-eng,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/bs-en.txt.zip,*.bs,*.en
OPUS-tldr_pages-v20230829-cat-eng,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/ca-en.txt.zip,*.ca,*.en
OPUS-tldr_pages-v20230829-dan-eng,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/da-en.txt.zip,*.da,*.en
OPUS-tldr_pages-v20230829-deu-eng,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/de-en.txt.zip,*.de,*.en
OPUS-tldr_pages-v20230829-eng-spa,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-es.txt.zip,*.en,*.es
OPUS-tldr_pages-v20230829-eng-fas,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-fa.txt.zip,*.en,*.fa
OPUS-tldr_pages-v20230829-eng-fra,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-fr.txt.zip,*.en,*.fr
OPUS-tldr_pages-v20230829-eng-hin,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-hi.txt.zip,*.en,*.hi
OPUS-tldr_pages-v20230829-eng-ind,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-id.txt.zip,*.en,*.id
OPUS-tldr_pages-v20230829-eng-ita,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-it.txt.zip,*.en,*.it
OPUS-tldr_pages-v20230829-eng-jpn,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-ja.txt.zip,*.en,*.ja
OPUS-tldr_pages-v20230829-eng-kor,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-ko.txt.zip,*.en,*.ko
OPUS-tldr_pages-v20230829-eng-lao,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-lo.txt.zip,*.en,*.lo
OPUS-tldr_pages-v20230829-eng-mal,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-ml.txt.zip,*.en,*.ml
OPUS-tldr_pages-v20230829-eng-nep,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-ne.txt.zip,*.en,*.ne
OPUS-tldr_pages-v20230829-eng-nld,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-nl.txt.zip,*.en,*.nl
OPUS-tldr_pages-v20230829-eng-nor,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-no.txt.zip,*.en,*.no
OPUS-tldr_pages-v20230829-eng-pol,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-pl.txt.zip,*.en,*.pl
OPUS-tldr_pages-v20230829-eng-por,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-pt.txt.zip,*.en,*.pt
OPUS-tldr_pages-v20230829-eng-ron,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-ro.txt.zip,*.en,*.ro
OPUS-tldr_pages-v20230829-eng-rus,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-ru.txt.zip,*.en,*.ru
OPUS-tldr_pages-v20230829-eng-hbs,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-sh.txt.zip,*.en,*.sh
OPUS-tldr_pages-v20230829-eng-srp,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-sr.txt.zip,*.en,*.sr
OPUS-tldr_pages-v20230829-eng-swe,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-sv.txt.zip,*.en,*.sv
OPUS-tldr_pages-v20230829-eng-tam,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-ta.txt.zip,*.en,*.ta
OPUS-tldr_pages-v20230829-eng-tha,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-th.txt.zip,*.en,*.th
OPUS-tldr_pages-v20230829-eng-tur,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-tr.txt.zip,*.en,*.tr
OPUS-tldr_pages-v20230829-eng-ukr,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-uk.txt.zip,*.en,*.uk
OPUS-tldr_pages-v20230829-eng-uzb,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-uz.txt.zip,*.en,*.uz
OPUS-tldr_pages-v20230829-eng-zho,https://object.pouta.csc.fi/OPUS-tldr-pages/v2023-08-29/moses/en-zh.txt.zip,*.en,*.zh
OPUS-wikimedia-v20190628-abk-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ab-en.txt.zip,*.ab,*.en
OPUS-wikimedia-v20190628-ace-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ace-en.txt.zip,*.ace,*.en
OPUS-wikimedia-v20190628-aka-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ak-en.txt.zip,*.ak,*.en
OPUS-wikimedia-v20190628-amh-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/am-en.txt.zip,*.am,*.en
OPUS-wikimedia-v20190628-arg-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/an-en.txt.zip,*.an,*.en
OPUS-wikimedia-v20190628-ang-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ang-en.txt.zip,*.ang,*.en
OPUS-wikimedia-v20190628-arc-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/arc-en.txt.zip,*.arc,*.en
OPUS-wikimedia-v20190628-asm-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/as-en.txt.zip,*.as,*.en
OPUS-wikimedia-v20190628-ast-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ast-en.txt.zip,*.ast,*.en
OPUS-wikimedia-v20190628-atj-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/atj-en.txt.zip,*.atj,*.en
OPUS-wikimedia-v20190628-aym-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ay-en.txt.zip,*.ay,*.en
OPUS-wikimedia-v20190628-bak-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ba-en.txt.zip,*.ba,*.en
OPUS-wikimedia-v20190628-bar-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/bar-en.txt.zip,*.bar,*.en
OPUS-wikimedia-v20190628-bcl-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/bcl-en.txt.zip,*.bcl,*.en
OPUS-wikimedia-v20190628-bho-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/bho-en.txt.zip,*.bho,*.en
OPUS-wikimedia-v20190628-bod-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/bo-en.txt.zip,*.bo,*.en
OPUS-wikimedia-v20190628-bpy-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/bpy-en.txt.zip,*.bpy,*.en
OPUS-wikimedia-v20190628-bre-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/br-en.txt.zip,*.br,*.en
OPUS-wikimedia-v20190628-bug-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/bug-en.txt.zip,*.bug,*.en
OPUS-wikimedia-v20190628-bxr-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/bxr-en.txt.zip,*.bxr,*.en
OPUS-wikimedia-v20190628-cdo-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/cdo-en.txt.zip,*.cdo,*.en
OPUS-wikimedia-v20190628-cha-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ch-en.txt.zip,*.ch,*.en
OPUS-wikimedia-v20190628-chr-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/chr-en.txt.zip,*.chr,*.en
OPUS-wikimedia-v20190628-chy-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/chy-en.txt.zip,*.chy,*.en
OPUS-wikimedia-v20190628-cos-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/co-en.txt.zip,*.co,*.en
OPUS-wikimedia-v20190628-crh_Latn-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/crh_latn-en.txt.zip,*.crh_latn,*.en
OPUS-wikimedia-v20190628-din-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/din-en.txt.zip,*.din,*.en
OPUS-wikimedia-v20190628-diq-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/diq-en.txt.zip,*.diq,*.en
OPUS-wikimedia-v20190628-dsb-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/dsb-en.txt.zip,*.dsb,*.en
OPUS-wikimedia-v20190628-dty-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/dty-en.txt.zip,*.dty,*.en
OPUS-wikimedia-v20190628-div-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/dv-en.txt.zip,*.dv,*.en
OPUS-wikimedia-v20190628-dzo-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/dz-en.txt.zip,*.dz,*.en
OPUS-wikimedia-v20190628-ewe-eng,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/ee-en.txt.zip,*.ee,*.en
OPUS-wikimedia-v20190628-eng-ext,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ext.txt.zip,*.en,*.ext
OPUS-wikimedia-v20190628-eng-ful,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ff.txt.zip,*.en,*.ff
OPUS-wikimedia-v20190628-eng-fij,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-fj.txt.zip,*.en,*.fj
OPUS-wikimedia-v20190628-eng-fao,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-fo.txt.zip,*.en,*.fo
OPUS-wikimedia-v20190628-eng-fur,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-fur.txt.zip,*.en,*.fur
OPUS-wikimedia-v20190628-eng-fry,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-fy.txt.zip,*.en,*.fy
OPUS-wikimedia-v20190628-eng-gla,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-gd.txt.zip,*.en,*.gd
OPUS-wikimedia-v20190628-eng-glk,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-glk.txt.zip,*.en,*.glk
OPUS-wikimedia-v20190628-eng-grn,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-gn.txt.zip,*.en,*.gn
OPUS-wikimedia-v20190628-eng-gom,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-gom.txt.zip,*.en,*.gom
OPUS-wikimedia-v20190628-eng-gor,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-gor.txt.zip,*.en,*.gor
OPUS-wikimedia-v20190628-eng-got,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-got.txt.zip,*.en,*.got
OPUS-wikimedia-v20190628-eng-gsw,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-gsw.txt.zip,*.en,*.gsw
OPUS-wikimedia-v20190628-eng-hau,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ha.txt.zip,*.en,*.ha
OPUS-wikimedia-v20190628-eng-haw,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-haw.txt.zip,*.en,*.haw
OPUS-wikimedia-v20190628-eng-hif,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-hif.txt.zip,*.en,*.hif
OPUS-wikimedia-v20190628-eng-hrv,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-hr.txt.zip,*.en,*.hr
OPUS-wikimedia-v20190628-eng-hat,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ht.txt.zip,*.en,*.ht
OPUS-wikimedia-v20190628-eng-ina,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ia.txt.zip,*.en,*.ia
OPUS-wikimedia-v20190628-eng-ile,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ie.txt.zip,*.en,*.ie
OPUS-wikimedia-v20190628-eng-ibo,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ig.txt.zip,*.en,*.ig
OPUS-wikimedia-v20190628-eng-ipk,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ik.txt.zip,*.en,*.ik
OPUS-wikimedia-v20190628-eng-ilo,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ilo.txt.zip,*.en,*.ilo
OPUS-wikimedia-v20190628-eng-ido,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-io.txt.zip,*.en,*.io
OPUS-wikimedia-v20190628-eng-isl,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-is.txt.zip,*.en,*.is
OPUS-wikimedia-v20190628-eng-jam,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-jam.txt.zip,*.en,*.jam
OPUS-wikimedia-v20190628-eng-jbo,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-jbo.txt.zip,*.en,*.jbo
OPUS-wikimedia-v20190628-eng-kab,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-kab.txt.zip,*.en,*.kab
OPUS-wikimedia-v20190628-eng-kik,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ki.txt.zip,*.en,*.ki
OPUS-wikimedia-v20190628-eng-kaz,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-kk.txt.zip,*.en,*.kk
OPUS-wikimedia-v20190628-eng-kal,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-kl.txt.zip,*.en,*.kl
OPUS-wikimedia-v20190628-eng-khm,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-km.txt.zip,*.en,*.km
OPUS-wikimedia-v20190628-eng-kas,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ks.txt.zip,*.en,*.ks
OPUS-wikimedia-v20190628-eng-ksh,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ksh.txt.zip,*.en,*.ksh
OPUS-wikimedia-v20190628-eng-kur,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ku.txt.zip,*.en,*.ku
OPUS-wikimedia-v20190628-eng-kom,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-kv.txt.zip,*.en,*.kv
OPUS-wikimedia-v20190628-eng-cor,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-kw.txt.zip,*.en,*.kw
OPUS-wikimedia-v20190628-eng-kir,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ky.txt.zip,*.en,*.ky
OPUS-wikimedia-v20190628-eng-lat,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-la.txt.zip,*.en,*.la
OPUS-wikimedia-v20190628-eng-lad,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lad.txt.zip,*.en,*.lad
OPUS-wikimedia-v20190628-eng-ltz,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lb.txt.zip,*.en,*.lb
OPUS-wikimedia-v20190628-eng-lbe,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lbe.txt.zip,*.en,*.lbe
OPUS-wikimedia-v20190628-eng-lez,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lez.txt.zip,*.en,*.lez
OPUS-wikimedia-v20190628-eng-lfn,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lfn.txt.zip,*.en,*.lfn
OPUS-wikimedia-v20190628-eng-lug,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lg.txt.zip,*.en,*.lg
OPUS-wikimedia-v20190628-eng-lij,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lij.txt.zip,*.en,*.lij
OPUS-wikimedia-v20190628-eng-lmo,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lmo.txt.zip,*.en,*.lmo
OPUS-wikimedia-v20190628-eng-lao,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lo.txt.zip,*.en,*.lo
OPUS-wikimedia-v20190628-eng-lrc,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lrc.txt.zip,*.en,*.lrc
OPUS-wikimedia-v20190628-eng-lit,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lt.txt.zip,*.en,*.lt
OPUS-wikimedia-v20190628-eng-lav,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lv.txt.zip,*.en,*.lv
OPUS-wikimedia-v20190628-eng-lzh,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-lzh.txt.zip,*.en,*.lzh
OPUS-wikimedia-v20190628-eng-mai,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-mai.txt.zip,*.en,*.mai
OPUS-wikimedia-v20190628-eng-mdf,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-mdf.txt.zip,*.en,*.mdf
OPUS-wikimedia-v20190628-eng-mri,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-mi.txt.zip,*.en,*.mi
OPUS-wikimedia-v20190628-eng-min,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-min.txt.zip,*.en,*.min
OPUS-wikimedia-v20190628-eng-mon,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-mn.txt.zip,*.en,*.mn
OPUS-wikimedia-v20190628-eng-mar,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-mr.txt.zip,*.en,*.mr
OPUS-wikimedia-v20190628-eng-mrj,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-mrj.txt.zip,*.en,*.mrj
OPUS-wikimedia-v20190628-eng-mlt,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-mt.txt.zip,*.en,*.mt
OPUS-wikimedia-v20190628-eng-myv,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-myv.txt.zip,*.en,*.myv
OPUS-wikimedia-v20190628-eng-mzn,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-mzn.txt.zip,*.en,*.mzn
OPUS-wikimedia-v20190628-eng-nau,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-na.txt.zip,*.en,*.na
OPUS-wikimedia-v20190628-eng-nan,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-nan.txt.zip,*.en,*.nan
OPUS-wikimedia-v20190628-eng-nap,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-nap.txt.zip,*.en,*.nap
OPUS-wikimedia-v20190628-eng-nds_NL,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-nds_nl.txt.zip,*.en,*.nds_nl
OPUS-wikimedia-v20190628-eng-nep,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ne.txt.zip,*.en,*.ne
OPUS-wikimedia-v20190628-eng-new,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-new.txt.zip,*.en,*.new
OPUS-wikimedia-v20190628-eng-nno,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-nn.txt.zip,*.en,*.nn
OPUS-wikimedia-v20190628-eng-nor,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-no.txt.zip,*.en,*.no
OPUS-wikimedia-v20190628-eng-nov,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-nov.txt.zip,*.en,*.nov
OPUS-wikimedia-v20190628-eng-nso,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-nso.txt.zip,*.en,*.nso
OPUS-wikimedia-v20190628-eng-nav,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-nv.txt.zip,*.en,*.nv
OPUS-wikimedia-v20190628-eng-nya,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ny.txt.zip,*.en,*.ny
OPUS-wikimedia-v20190628-eng-oci,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-oc.txt.zip,*.en,*.oc
OPUS-wikimedia-v20190628-eng-orm,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-om.txt.zip,*.en,*.om
OPUS-wikimedia-v20190628-eng-oss,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-os.txt.zip,*.en,*.os
OPUS-wikimedia-v20190628-eng-pam,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-pam.txt.zip,*.en,*.pam
OPUS-wikimedia-v20190628-eng-pap,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-pap.txt.zip,*.en,*.pap
OPUS-wikimedia-v20190628-eng-pdc,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-pdc.txt.zip,*.en,*.pdc
OPUS-wikimedia-v20190628-eng-pfl,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-pfl.txt.zip,*.en,*.pfl
OPUS-wikimedia-v20190628-eng-pih,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-pih.txt.zip,*.en,*.pih
OPUS-wikimedia-v20190628-eng-pms,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-pms.txt.zip,*.en,*.pms
OPUS-wikimedia-v20190628-eng-pnb,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-pnb.txt.zip,*.en,*.pnb
OPUS-wikimedia-v20190628-eng-pnt,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-pnt.txt.zip,*.en,*.pnt
OPUS-wikimedia-v20190628-eng-pus,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ps.txt.zip,*.en,*.ps
OPUS-wikimedia-v20190628-eng-que,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-qu.txt.zip,*.en,*.qu
OPUS-wikimedia-v20190628-eng-rmy,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-rmy.txt.zip,*.en,*.rmy
OPUS-wikimedia-v20190628-eng-kin,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-rw.txt.zip,*.en,*.rw
OPUS-wikimedia-v20190628-eng-san,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sa.txt.zip,*.en,*.sa
OPUS-wikimedia-v20190628-eng-sah,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sah.txt.zip,*.en,*.sah
OPUS-wikimedia-v20190628-eng-sat,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sat.txt.zip,*.en,*.sat
OPUS-wikimedia-v20190628-eng-srd,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sc.txt.zip,*.en,*.sc
OPUS-wikimedia-v20190628-eng-scn,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-scn.txt.zip,*.en,*.scn
OPUS-wikimedia-v20190628-eng-sco,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sco.txt.zip,*.en,*.sco
OPUS-wikimedia-v20190628-eng-snd,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sd.txt.zip,*.en,*.sd
OPUS-wikimedia-v20190628-eng-sme,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-se.txt.zip,*.en,*.se
OPUS-wikimedia-v20190628-eng-sgs,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sgs.txt.zip,*.en,*.sgs
OPUS-wikimedia-v20190628-eng-hbs,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sh.txt.zip,*.en,*.sh
OPUS-wikimedia-v20190628-eng-sin,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-si.txt.zip,*.en,*.si
OPUS-wikimedia-v20190628-eng-smo,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sm.txt.zip,*.en,*.sm
OPUS-wikimedia-v20190628-eng-sna,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sn.txt.zip,*.en,*.sn
OPUS-wikimedia-v20190628-eng-som,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-so.txt.zip,*.en,*.so
OPUS-wikimedia-v20190628-eng-srn,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-srn.txt.zip,*.en,*.srn
OPUS-wikimedia-v20190628-eng-ssw,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-ss.txt.zip,*.en,*.ss
OPUS-wikimedia-v20190628-eng-sot,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-st.txt.zip,*.en,*.st
OPUS-wikimedia-v20190628-eng-sun,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-su.txt.zip,*.en,*.su
OPUS-wikimedia-v20190628-eng-swa,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-sw.txt.zip,*.en,*.sw
OPUS-wikimedia-v20190628-eng-szl,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-szl.txt.zip,*.en,*.szl
OPUS-wikimedia-v20190628-eng-tcy,https://object.pouta.csc.fi/OPUS-wikimedia/v20190628/moses/en-tcy.txt.zip,*.en,*.tcy
