B,M
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Didactic,Didactic
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
Legal,Legal
